ISP_name,review_by,review_id,location,cost,installation_time,pre_sales_information,install_co-ordination,connection_reliability,tech_support,services,value_for_money,date
Rogers,Farshid420  ,66394,"North York, ON, Canada",52,,75,50,75,50,75,50,2008-01-29
Rogers,shrivipha  ,66251,"Toronto, ON, Canada",45,4,75,100,75,75,100,75,2008-01-29
Rogers,cdland  ,66282,"Scarborough, ON, Canada",50,5,75,75,100,50,75,75,2008-01-29
Rogers,Maestro77  ,50546,"Stittsville, ON, Canada",44,7,0,0,75,0,50,50,2008-01-29
Rogers,elec999  ,66235,undisclosed location,60,,50,50,100,50,100,50,2008-01-29
Rogers,wjw  ,66214,"Richmond Hill, ON, Canada",45,14,50,100,75,25,25,50,2008-01-29
Rogers,Lookback  ,66161,"Markham, ON, Canada",52,1,50,75,100,25,25,25,2008-01-29
Rogers,alec9  ,66040,"Ottawa, ON, Canada",50,,50,50,50,25,75,0,2007-12-24
Rogers,compuryan  ,66021,"Mississauga, ON, Canada",99,,75,75,75,75,75,50,2007-12-24
Rogers,rbmk  ,65902,"Toronto, ON, Canada",,1,75,100,75,50,50,50,2007-12-24
Rogers,happycatt  ,65770,"Nepean, ON, Canada",50,,50,50,100,50,25,50,2007-12-24
Rogers,luma9  ,58829,"Ottawa, ON, Canada",40,3,75,100,100,50,75,75,2007-12-24
Rogers,Smokin Chipz  ,65621,The Market,45,1,75,25,50,25,75,25,2007-12-24
Rogers,westvv  ,65594,M2J 1U8,,,50,75,50,25,50,25,2007-12-24
Rogers,zenmechanic  ,65472,"Bowmanville, ON, Canada",,,50,75,100,50,50,0,2007-12-24
Rogers,look30  ,65379,K-W,55,,50,25,75,0,25,0,2007-12-24
Rogers,Fox135  ,65372,"Brampton, ON, Canada",53,2,0,100,100,0,0,50,2007-12-24
Rogers,jhuynh  ,65089,"Toronto, ON, Canada",50,,0,0,0,0,0,0,2007-11-17
Rogers,spotters  ,56159,"Waterloo, ON, Canada",46,3,50,25,0,0,0,0,2007-11-17
Rogers,tsuda  ,64813,"North York, ON, Canada",46,,75,75,75,50,75,25,2007-11-17
Rogers,mediamail7  ,64709,M4T 5A2,56,,25,50,100,50,25,0,2007-11-17
Rogers,Hitman05  ,36293,undisclosed location,52,10,100,100,100,50,75,25,2007-11-17
Rogers,Tyreman  ,64451,"Cambridge, ON, Canada",55,2,100,100,100,,100,100,2007-10-12
Rogers,patkitchen  ,64320,"Mississauga, ON, Canada",70,,75,100,0,0,0,0,2007-10-12
Rogers,mrtj  ,64252,"Nepean, ON, Canada",49,3,25,25,0,0,0,25,2007-10-12
Rogers,jbga35  ,64174,"Scarborough, ON, Canada",47,,,,0,0,,,2007-10-12
Rogers,Pauly  ,64158,"Mississauga, ON, Canada",45,,100,100,100,100,100,100,2007-10-12
Rogers,spicoli7  ,64007,"Oshawa, ON, Canada",49,3,75,75,100,25,75,75,2007-10-12
Rogers,PS0  ,63986,"Toronto, ON, Canada",45,2,,,,,,,2007-10-12
Rogers,crashman2  ,63977,"Ottawa, ON, Canada",,2,100,100,100,100,100,100,2007-10-12
Rogers,minupla  ,63976,"York, ON, Canada",170,7,25,50,50,25,0,0,2007-10-12
Rogers,Binoo  ,63965,Canada,32,,75,75,50,100,75,50,2007-10-12
Rogers,mannyfresh  ,60829,undisclosed location,30,1,75,100,100,75,100,100,2007-10-12
Rogers,Izod  ,63863,"Scarborough, ON, Canada",49,2,75,75,100,0,25,25,2007-10-12
Rogers,nukedathlon  ,63860,"Guelph, ON, Canada",,4,25,50,100,25,0,25,2007-10-12
Rogers,DaJinx  ,63793,"Moncton, NB, Canada",56,15,50,0,0,25,75,0,2007-10-12
Rogers,buschic  ,63782,"Etobicoke, ON, Canada",130,5,75,100,100,100,75,100,2007-10-12
Rogers,jb66  ,63730,"Mississauga, ON, Canada",47,,100,0,75,25,100,100,2007-09-05
Rogers,Robert  ,53099,"South Dildo, NL, Canada",40,13,50,0,25,25,75,50,2007-09-05
Rogers,ravage7776  ,45051,"Mississauga, ON, Canada",45,17,25,0,100,50,25,75,2007-09-05
Rogers,Kalford  ,20268,Ontario,40,,75,75,75,75,75,50,2007-09-05
Rogers,Drew FDQ  ,63358,"Toronto, ON, Canada",50,,0,25,75,0,0,0,2007-09-05
Rogers,djbear  ,63246,"London, ON, Canada",45,,100,50,75,75,50,0,2007-09-05
Rogers,joeblow3  ,63201,"London, ON, Canada",,,,,,,,,2007-09-05
Rogers,donatolla  ,63219,"Guelph, ON, Canada",50,,50,25,0,0,0,25,2007-09-05
Rogers,midnite76ca  ,63208,"North York, ON, Canada",45,,75,100,75,25,50,75,2007-09-05
Rogers,dgosling  ,63190,undisclosed location,40,21,50,50,25,25,0,25,2007-09-05
Rogers,inbonobo  ,23547,"North York, ON, Canada",50,30,25,25,50,25,50,25,2007-09-05
Rogers,Bum_Gravey  ,62715,"Oshawa, ON, Canada",55,,50,50,50,0,25,25,2007-07-31
Rogers,mcduffh  ,62639,"Mississauga, ON, Canada",160,3,50,50,50,75,50,50,2007-07-31
Rogers,Llewen  ,62514,"Moncton, NB, Canada",59,3,50,75,75,25,50,75,2007-07-31
Rogers,munirsaami4  ,62344,"Mississauga, ON, Canada",99,,,,,,,,2007-07-31
Rogers,boycer  ,62277,"Collingwood, ON, Canada",43,1,75,75,100,50,75,100,2007-07-31
Rogers,fragu2  ,62183,"St Catharines, ON, Canada",49,4,75,50,100,50,50,100,2007-07-31
Rogers,hendrer  ,62097,"Etobicoke, ON, Canada",50,5,50,50,75,0,0,25,2007-07-31
Rogers,dstoikos  ,61608,undisclosed location,54,10,50,100,100,75,50,25,2007-06-24
Rogers,gcrook ,,n1h7e,,,100,100,75,75,75,50,2007-06-24
Rogers,MmmPancakes  ,61465,T3H,47,5,50,75,100,50,50,50,2007-06-24
Rogers,tommyv2  ,61427,"London, ON, Canada",56,5,100,100,100,25,0,0,2007-06-24
Rogers,jyc76  ,61245,"Beverly Hills, Los Angeles, CA, USA",50,,0,50,25,0,0,25,2007-06-24
Rogers,r3dd3vil75  ,61238,"London, ON, Canada",45,7,25,75,100,25,0,0,2007-06-24
Rogers,recneps  ,61217,"Whitby, ON, Canada",35,,25,25,75,0,25,0,2007-06-24
Rogers,atom_man  ,61171,"Markham, ON, Canada",60,16,0,50,100,0,0,0,2007-06-24
Rogers,dave1514  ,60893,"London, ON, Canada",44,1,50,50,100,75,75,75,2007-05-19
Rogers,lgsshedden  ,44346,"Shedden, ON, Canada",48,1,75,100,100,100,100,100,2007-05-19
Rogers,ugoada  ,60593,"Vancouver, BC, Canada",49,,0,0,75,0,0,0,2007-05-19
Rogers,gravatik  ,60581,"Orleans, ON, Canada",50,10,50,75,75,25,25,75,2007-05-19
Rogers,Xec  ,56840,Canada,50,1,50,100,25,25,0,0,2007-05-19
Rogers,gun26  ,60518,"Scarborough, ON, Canada",44,,75,100,100,50,25,0,2007-05-19
Rogers,EastYorkGeek  ,60517,"East York, ON, Canada",55,6,25,0,50,25,25,0,2007-05-19
Rogers,AntiMonopol  ,60490,"Schenectady, Schenectady, NY, USA",,,,,,,,,2007-04-12
Rogers,Jeff M27  ,60440,"Toronto, ON, Canada",45,5,75,75,50,0,0,50,2007-04-12
Rogers,lcools  ,60311,"Toronto, ON, Canada",46,,0,50,25,50,50,25,2007-04-12
Rogers,pudgemuir  ,59532,"London, ON, Canada",55,2,75,75,50,50,25,25,2007-04-12
Rogers,jacksonwarre  ,60244,"Vancouver, BC, Canada",50,13,100,0,50,0,0,0,2007-04-12
Rogers,fbi_chan  ,60212,undisclosed location,54,,75,50,25,0,0,25,2007-04-12
Rogers,blueroom  ,60140,"Nepean, ON, Canada",58,15,0,25,75,25,0,0,2007-04-12
Rogers,ddsl  ,60134,undisclosed location,28,,50,50,50,75,50,25,2007-04-12
Rogers,zaltor5  ,59770,"Mississauga, ON, Canada",,,50,100,75,75,75,75,2007-03-07
Rogers,Crashy8  ,46863,"Mississauga, ON, Canada",51,2,0,100,75,50,0,0,2007-03-07
Rogers,willtriv  ,43643,"Quispamsis, NB, Canada",44,15,0,100,100,0,25,0,2007-03-07
Rogers,fds5  ,59681,"Ottawa, ON",50,,50,75,25,25,50,25,2007-03-07
Rogers,e317  ,59624,Ottawa,44,17,75,0,75,50,50,50,2007-03-07
Rogers,miketly  ,59535,"Pickering, ON, Canada",55,3,75,100,75,50,75,50,2007-01-29
Rogers,untouchable1  ,59220,"Cambridge, ON, Canada",51,,100,100,100,100,100,100,2007-01-29
Rogers,K_A_C  ,59153,CANADA,,,,,,,,,2007-01-29
Rogers,cwphome  ,38788,"Markham, ON, Canada",46,2,75,75,0,0,25,0,2006-12-24
Rogers,timk519  ,59015,"Kitchener, ON, Canada",59,,75,75,75,75,50,50,2006-12-24
Rogers,PolarisX3  ,58979,"Brampton, ON, Canada",56,7,50,50,25,0,0,0,2006-12-24
Rogers,ctrueman  ,58966,"Etobicoke, ON, Canada",58,3,75,75,75,50,50,75,2006-12-24
Rogers,Xin  ,58948,"Douglas, NB, Canada",44,1,50,75,50,75,100,75,2006-12-24
Rogers,tecky11  ,47147,"Sackville, NB, Canada",45,2,100,100,100,75,100,100,2006-12-24
Rogers,dap9  ,36422,"Ottawa, ON",45,,50,50,0,0,50,0,2006-12-24
Rogers,pudgemasta  ,58669,"North Webster, Kosciusko, IN, USA",,,50,50,100,75,75,75,2006-12-24
Rogers,Talon88  ,58602,Toronto,,,25,50,50,50,25,0,2006-11-17
Rogers,bthornhill  ,58411,undisclosed location,41,,50,50,50,0,25,25,2006-11-17
Rogers,insomx  ,37179,Canada,52,30,0,0,100,0,0,0,2006-11-17
Rogers,rAfChOw  ,15219,"Toronto, ON",52,,75,25,100,75,75,25,2006-11-17
Rogers,hk44  ,58119,"Toronto, ON, Canada",37,,50,50,75,50,75,50,2006-10-12
Rogers,jyeung  ,57625,"Toronto, ON, Canada",55,,75,100,100,50,50,25,2006-09-05
Rogers,wonnder1  ,51581,"London, ON, Canada",24,1,75,100,100,50,75,50,2006-07-31
Rogers,SimmonsK  ,56365,L3R,50,,50,75,75,50,0,25,2006-06-24
Rogers,Stratagem9  ,56343,undisclosed location,56,,50,0,100,0,0,75,2006-05-18
Rogers,Solar1um  ,56124,Lévis - QC,104,3,100,100,75,75,75,75,2006-05-18
Rogers,Archer0T8  ,52756,"Scarborough, ON, Canada",45,7,75,75,75,25,25,25,2006-05-18
Rogers,chrischafe  ,55898,"Goulds, NL, Canada",49,4,50,100,100,25,75,25,2006-05-18
Rogers,Tridaggerx  ,55895,"Markham, ON, Canada",37,,50,50,50,75,0,50,2006-05-18
Rogers,culedude  ,55870,undisclosed location,50,,50,75,25,0,0,0,2006-04-12
Rogers,chriskay  ,43332,"Toronto, ON, Canada",45,5,25,100,100,50,75,75,2006-04-12
Rogers,markbto0  ,55595,"Toronto, ON, Canada",44,2,25,25,0,0,0,25,2006-04-12
Rogers,iguananed200  ,55578,"Mississauga, ON, Canada",60,1,75,75,75,0,25,50,2006-04-12
Rogers,ocapsra  ,55576,"Toronto, ON, Canada",47,10,75,50,50,0,25,25,2006-04-12
Rogers,Desi  ,32803,"Kanata, ON, Canada",50,,25,100,75,25,0,0,2006-04-12
Rogers,JdJMan  ,55426,"Mississauga, ON, Canada",45,,75,75,100,75,75,50,2006-04-12
Rogers,SkiJunkie  ,55271,Canada......,50,,,25,50,0,0,0,2006-03-06
Rogers,ottawa_guy0  ,50783,"Ottawa, ON, Canada",40,1,25,50,100,0,25,50,2006-03-06
Rogers,wmarkle  ,54925,"King City, ON, Canada",,,100,0,100,75,75,75,2006-03-06
Rogers,bloomblaum  ,54863,undisclosed location,45,,50,50,75,50,50,25,2006-03-06
Rogers,blackeyes02  ,47012,"Ottawa, ON, Canada",49,2,100,75,100,75,75,100,2006-03-06
Rogers,dustmaker6  ,54837,"Mississauga, ON, Canada",38,,,,,,,,2006-03-06
Rogers,mordin  ,54803,"Moncton, NB, Canada",46,,50,75,100,75,75,50,2006-03-06
Rogers,juniorx  ,54784,"St John'S, NL, Canada",46,,50,100,50,75,25,0,2006-03-06
Rogers,idlewillkill  ,54777,"North York, ON, Canada",46,,100,100,50,50,50,75,2006-03-06
Rogers,pctechguy2  ,54763,"Mississauga, ON, Canada",48,,,,,,,,2006-03-06
Rogers,icup2  ,30539,undisclosed location,46,5,50,50,75,0,25,0,2006-01-29
Rogers,billinja  ,54491,"Mississauga, ON, Canada",46,3,100,100,100,100,50,25,2006-01-29
Rogers,Unavoidable  ,48026,"Richmond Hill, ON, Canada",40,,100,75,25,25,0,25,2006-01-29
Rogers,vinny25  ,54137,"Toronto, ON, Canada",,,25,25,75,25,50,25,2006-01-29
Rogers,liams89  ,54055,"Mississauga, ON, Canada",,,50,50,0,25,25,25,2005-12-23
Rogers,Steve Jobs  ,54036,"Scarborough, ON, Canada",45,3,50,75,100,0,0,25,2005-12-23
Rogers,CrisCr0ss  ,53881,undisclosed location,45,3,50,75,25,25,75,0,2005-12-23
Rogers,Abby_Normal  ,53632,"St Thomas, ON, Canada",67,,0,100,50,50,0,25,2005-12-23
Rogers,noway1  ,53615,undisclosed location,,,25,25,0,0,0,0,2005-12-23
Rogers,aly7  ,53425,undisclosed location,46,5,100,50,100,25,50,25,2005-12-23
Rogers,csendre  ,53139,canada,46,14,0,0,25,0,0,0,2005-11-17
Rogers,bligh  ,53321,"North York, ON, Canada",47,14,50,25,75,25,25,50,2005-11-17
Rogers,Pughball  ,53295,"Chatham, ON, Canada",45,2,50,75,50,25,50,75,2005-11-17
Rogers,urbanguy  ,50540,"Toronto, ON, Canada",45,2,75,100,100,,50,75,2005-11-17
Rogers,KyeU  ,43720,Canada,46,1,25,25,100,0,25,0,2005-11-17
Rogers,gmckay  ,53220,"Kanata, ON, Canada",45,4,100,75,100,75,75,100,2005-11-17
Rogers,vertex7  ,53217,"Nepean, ON, Canada",46,2,0,0,0,0,0,0,2005-11-17
Rogers,nolookingca  ,53158,"North York, ON, Canada",45,7,75,25,100,50,100,50,2005-11-17
Rogers,chaos1105  ,44127,undisclosed location,46,5,75,100,100,75,100,100,2005-11-17
Rogers,fitzz1  ,52798,undisclosed location,45,,50,75,75,50,75,50,2005-10-11
Rogers,juched  ,39578,"Waterloo, ON, Canada",46,5,100,100,100,100,100,75,2005-10-11
Rogers,bingbong0  ,52385,"Beverly Hills, Los Angeles, CA, USA",45,18,50,0,50,0,0,25,2005-10-11
Rogers,batco51  ,52268,"Nepean, ON, Canada",44,1,75,50,75,25,0,25,2005-10-11
Rogers,poler8tor  ,52218,"Thornhill, ON, Canada",44,3,25,25,75,100,100,100,2005-09-05
Rogers,Icarusmk29  ,52188,"Kingston, ON, Canada",45,14,50,50,0,0,50,0,2005-09-05
Rogers,Supamav8  ,51990,"Whitby, ON, Canada",43,,75,75,100,75,75,100,2005-09-05
Rogers,SkiJunkie  ,51851,Canada......,44,5,50,0,50,0,25,25,2005-09-05
Rogers,cdmvirt  ,51785,undisclosed location,49,5,50,50,25,25,0,0,2005-09-05
Rogers,grrr  ,47797,"Scarborough, ON, Canada",49,2,50,75,75,50,75,50,2005-09-05
Rogers,StyxKee  ,48316,"GTA, Canada",37,7,50,75,100,75,75,100,2005-07-30
Rogers,brookz  ,51539,"Cambridge, ON, Canada",59,,50,75,100,75,100,75,2005-07-30
Rogers,treker747  ,45723,"Brampton, ON, Canada",110,15,50,0,75,50,50,75,2005-07-30
Rogers,salan  ,51188,Canada,45,3,75,50,75,25,75,75,2005-07-30
Rogers,duffman1234  ,51174,undisclosed location,,,,,,,,,2005-07-30
Rogers,morph1  ,37531,Canada,44,3,0,100,25,25,25,25,2005-06-24
Rogers,Dorian42  ,50860,"Oshawa, ON, Canada",46,,100,100,100,100,100,100,2005-06-24
Rogers,Zennith  ,50743,Toronto,49,999,0,0,0,0,0,0,2005-06-24
Rogers,tipdrill407  ,50164,"Toronto, ON, Canada",10,12,50,100,100,0,100,100,2005-05-18
Rogers,(hidden by request) ,,L1H1R,120,,50,0,0,0,0,0,2005-05-18
Rogers,ironfist13  ,50126,StCatharines,38,3,75,100,100,50,100,100,2005-05-18
Rogers,Reactance  ,49700,canada,50,,75,75,75,75,75,50,2005-04-12
Rogers,Mark Z  ,34728,"Grande Prairie, AB, Canada",44,,75,100,100,75,75,50,2005-04-12
Rogers,(hidden by request) ,,M5S2X,45,,0,25,75,25,0,25,2005-04-12
Rogers,Reign  ,49440,"Toronto, ON",43,2,100,100,75,50,75,50,2005-04-12
Rogers,domito  ,49307,"Kanata, ON, Canada",,,50,50,100,0,0,0,2005-04-12
Rogers,Milly1  ,49297,"Toronto, ON, Canada",55,,75,75,75,25,75,75,2005-04-12
Rogers,Snickerdo3  ,49247,"St Catharines, ON, Canada",45,,50,0,100,75,75,75,2005-04-12
Rogers,altamash  ,47515,"Scarborough, ON, Canada",58,,100,100,100,75,100,100,2005-03-06
Rogers,Sean8  ,48566,Toronto,44,4,,100,50,,50,25,2005-03-06
Rogers,Marciff  ,49103,"Nepean, ON, Canada",44,,50,75,75,25,25,75,2005-03-06
Rogers,Laike0  ,49027,"Mississauga, ON, Canada",65,,25,100,75,0,50,50,2005-03-06
Rogers,grujic  ,48949,"Wasaga Beach, ON, Canada",,,50,25,100,0,100,100,2005-03-06
Rogers,WiMaxMania  ,48948,"York, ON, Canada",45,2,0,100,75,25,0,0,2005-03-06
Rogers,GI Suck  ,40899,"Oshawa, ON, Canada",45,2,75,100,100,25,75,100,2005-03-06
Rogers,BigZ  ,48919,"North York, ON, Canada",45,,75,50,100,25,100,75,2005-03-06
Rogers,luca_firefox  ,48905,"North York, ON, Canada",53,,75,100,100,75,75,100,2005-03-06
Rogers,duckdown  ,48858,"Brampton, ON, Canada",55,,0,0,0,0,0,0,2005-03-06
Rogers,ExtremeRules0  ,48558,"Mississauga, ON, Canada",44,3,75,100,100,75,100,100,2005-03-06
Rogers,realrena  ,44991,"Markham, ON, Canada",44,1,25,50,0,0,0,0,2005-03-06
Rogers,ASharp  ,35765,"Scarborough, ON, Canada",30,10,50,75,100,25,50,75,2005-01-29
Rogers,Newfie  ,47585,"St John'S, NL, Canada",44,,,,0,0,0,25,2005-01-29
Rogers,wayne905  ,48225,"Toronto, ON",45,4,75,100,75,75,50,75,2005-01-29
Rogers,boltz  ,48105,"Guelph, ON, Canada",44,5,50,75,50,50,75,75,2005-01-29
Rogers,pepperl1r1z4  ,47738,"Whitby, ON, Canada",,,50,75,50,25,25,25,2004-12-23
Rogers,c0w  ,47729,"Mississauga, ON, Canada",48,5,75,75,0,0,0,0,2004-12-23
Rogers,bs_carter  ,47723,"Innisfil, ON, Canada",45,,75,75,75,50,100,100,2004-12-23
Rogers,rbrtcnnll  ,47673,"Rothesay, NB, Canada",45,10,100,100,100,,100,100,2004-12-23
Rogers,dreyk  ,47589,"Richmond Hill, ON, Canada",44,2,25,50,25,0,0,0,2004-12-23
Rogers,dynamx  ,47508,XXXXXX,51,,50,100,50,25,100,50,2004-12-23
Rogers,paulstanwayjr  ,47311,"North York, ON, Canada",,,75,50,75,50,75,75,2004-12-23
Rogers,fuzzyscrotem  ,47238,"Toronto, ON, Canada",44,,100,100,75,50,75,100,2004-12-23
Rogers,danottawa  ,47193,k1k,45,2,100,75,75,25,50,75,2004-11-17
Rogers,Karlos349  ,47189,"Mississauga, ON, Canada",45,,75,50,100,75,100,100,2004-11-17
Rogers,you2  ,44805,"Toronto, ON",40,3,75,75,100,75,75,75,2004-11-17
Rogers,Roop  ,39551,"Ottawa, ON, Canada",95,,100,100,75,50,75,100,2004-11-17
Rogers,TFSnameless  ,46833,Can,45,3,50,75,100,0,25,25,2004-11-17
Rogers,fivegorillas  ,46782,undisclosed location,45,,75,75,75,0,50,50,2004-11-17
Rogers,Rzak  ,46748,Canada,44,,50,100,100,50,75,75,2004-11-17
Rogers,wizard_ct  ,46678,"Santa Clara, Santa Clara, CA, USA",33,10,25,25,75,75,50,50,2004-11-17
Rogers,Dentist  ,46664,"Guelph, ON, Canada",40,,75,25,100,75,75,100,2004-11-17
Rogers,pilot_17  ,46656,"Mississauga, ON, Canada",39,,50,50,0,0,0,0,2004-11-17
Rogers,gravalisk  ,46631,"Mississauga, ON, Canada",44,5,75,100,100,100,100,100,2004-11-17
Rogers,robert baggs  ,46575,"Scarborough, ON, Canada",44,,50,0,100,,,,2004-11-17
Rogers,haar  ,46336,"Mississauga, ON, Canada",35,10,75,75,75,75,,100,2004-10-11
Rogers,terminator6  ,46072,"Pickering, ON, Canada",40,,75,50,75,75,,100,2004-10-11
Rogers,testament  ,46010,"North York, ON, Canada",,,100,100,50,25,50,50,2004-10-11
Rogers,dze27  ,46004,"Nepean, ON, Canada",45,5,75,100,100,25,75,100,2004-10-11
Rogers,Thrudd  ,44339,"Mississauga, ON, Canada",45,2,75,50,0,25,25,0,2004-09-05
Rogers,postaldude  ,45586,"North York, ON, Canada",54,,75,75,100,75,100,75,2004-09-05
Rogers,justsometech  ,45581,h3h4h4,44,,75,25,25,25,75,25,2004-09-05
Rogers,StratagemBT  ,45427,"Mcleod Hill, NB, Canada",44,,25,0,75,25,0,0,2004-09-05
Rogers,r3d3  ,45392,"Toronto, ON, Canada",58,,0,0,0,0,0,0,2004-09-05
Rogers,NuclearEvolu  ,45169,Canada,40,4,100,100,75,75,75,100,2004-09-05
Rogers,Lucky133  ,45108,"Mississauga, ON, Canada",44,,100,100,100,75,75,75,2004-07-30
Rogers,liverdude  ,36788,"Etobicoke, ON, Canada",49,3,75,25,75,25,50,50,2004-07-30
Rogers,SlyM_  ,44962,"Etobicoke, ON, Canada",44,5,75,100,75,75,75,75,2004-07-30
Rogers,carbon60  ,44867,"Ottawa, ON, Canada",44,,50,50,100,100,100,100,2004-07-30
Rogers,zebra03  ,44845,"Truro, NS, Canada",44,3,100,100,100,75,100,100,2004-07-30
Rogers,googol9  ,44795,undisclosed location,44,,,,0,0,,50,2004-07-30
Rogers,dtsang  ,44719,"Toronto, ON, Canada",47,6,75,100,100,75,75,75,2004-07-30
Rogers,alexcote  ,44642,"Toronto, ON, Canada",,,50,75,25,25,50,25,2004-07-30
Rogers,BigShootercc  ,44176,"Scarborough, ON, Canada",95,8,75,75,100,50,75,75,2004-06-24
Rogers,mike_a3  ,44121,"Oshawa, ON",44,7,75,25,50,75,75,75,2004-06-24
Rogers,visualkds  ,43971,"Etobicoke, ON, Canada",44,5,100,75,50,50,75,100,2004-06-24
Rogers,jaguar_2515  ,43938,"Scarborough, ON, Canada",45,,50,100,75,50,75,75,2004-06-24
Rogers,Sikander25  ,43917,"North York, ON, Canada",45,1,100,100,100,100,100,100,2004-06-24
Rogers,DayHawk  ,37702,Canada,44,6,75,75,75,50,50,75,2004-06-24
Rogers,mcgrady  ,33365,"Markham, ON, Canada",44,7,0,50,0,0,0,0,2004-05-18
Rogers,linuxmonkey2  ,43540,"Moncton, NB, Canada",44,1,50,50,75,25,50,100,2004-05-18
Rogers,Energy19  ,43535,undisclosed location,,,,,,,,,2004-05-18
Rogers,NissanPower  ,24104,"London, ON, Canada",44,1,75,100,100,75,75,50,2004-05-18
Rogers,humphreysa  ,43477,"Etobicoke, ON, Canada",45,45,75,0,50,0,25,25,2004-05-18
Rogers,CorruptError  ,43401,"Mississauga, ON, Canada",36,7,100,100,75,50,75,75,2004-05-18
Rogers,Jhero  ,39610,"Ottawa, ON",35,2,100,100,100,75,100,100,2004-05-18
Rogers,alsoifer  ,43369,"Nepean, ON, Canada",44,3,75,100,100,100,75,100,2004-05-18
Rogers,Brillion  ,43341,Looking Up,45,5,75,100,75,50,75,75,2004-05-18
Rogers,LexCorp  ,43326,"Scarborough, ON, Canada",,,,,0,25,75,50,2004-05-18
Rogers,HH731  ,43264,Canada,45,60,25,25,50,25,25,0,2004-05-18
Rogers,jiro82  ,42563,undisclosed location,55,,0,0,0,0,0,0,2004-05-18
Rogers,tipzCA  ,42995,"London, ON, Canada",45,,100,100,50,75,75,75,2004-05-18
Rogers,whatever8  ,38597,Canada,49,2,0,75,25,25,0,25,2004-04-11
Rogers,Austin007  ,42748,"Ottawa, ON, Canada",32,,50,75,75,75,75,0,2004-04-11
Rogers,raptureboi8  ,42728,"Barrie, ON, Canada",44,,50,50,75,0,50,50,2004-04-11
Rogers,dpdthefirst  ,42664,"Toronto, ON, Canada",44,5,0,25,75,25,0,0,2004-04-11
Rogers,a789777  ,42599,"Ottawa, ON, Canada",59,12,75,75,75,0,0,25,2004-04-11
Rogers,ddot  ,40729,"Markham, ON, Canada",44,,,,50,75,50,50,2004-04-11
Rogers,persianrisk  ,25524,"North York, ON, Canada",60,,50,75,75,50,25,25,2004-03-06
Rogers,Masamuned  ,41954,undisclosed location,41,7,,,,,,,2004-03-06
Rogers,whybother8  ,18562,"London, ON, Canada",49,7,100,100,75,75,100,100,2004-03-06
Rogers,JaTTDESI4  ,41494,"Brampton, ON, Canada",44,5,100,100,50,75,75,100,2004-03-06
Rogers,monit88  ,34277,Canada,148,5,75,100,75,100,75,75,2004-03-06
Rogers,rgillis  ,40529,"Miramichi, NB, Canada",51,4,75,75,75,50,50,50,2004-01-29
Rogers,Icedesi  ,40453,CA,49,,50,25,100,0,25,50,2004-01-29
Rogers,sisterfister  ,40318,"Ottawa, ON, Canada",55,,100,100,100,,,100,2004-01-29
Rogers,Rekognize  ,40274,"Scarborough, ON, Canada",50,7,75,50,100,25,75,75,2004-01-29
Rogers,mayertj1  ,39268,"Markham, ON, Canada",49,,25,50,0,0,0,0,2003-12-24
Rogers,hockey_nut  ,39956,"Ottawa, Can",50,6,,75,100,25,75,75,2003-12-24
Rogers,Iniquity680  ,39937,undisclosed location,50,,50,50,100,0,50,25,2003-12-24
Rogers,BanNe  ,39875,canada,42,4,50,75,50,75,75,25,2003-12-24
Rogers,renton  ,39871,"North York, ON, Canada",55,12,0,100,25,50,0,0,2003-12-24
Rogers,hellBent3473  ,39739,"London, ON, Canada",45,,25,50,25,50,25,50,2003-12-24
Rogers,spewn  ,39569,"London, ON, Canada",45,,75,50,25,0,25,25,2003-12-24
Rogers,targeshot  ,39505,"Toronto, ON, Canada",40,,50,75,75,75,75,50,2003-11-17
Rogers,LanceGaydon  ,39496,"Toronto, ON",34,2,100,100,100,100,100,100,2003-11-17
Rogers,Klubz  ,39249,undisclosed location,44,,0,0,75,0,0,0,2003-11-17
Rogers,dhodge7  ,39236,undisclosed location,20,3,100,100,75,75,100,100,2003-11-17
Rogers,shortys31  ,39175,"Fredericton, NB, Canada",40,2,100,100,75,50,100,100,2003-11-17
Rogers,skillton  ,38946,"Scarborough, ON, Canada",44,5,75,75,25,25,50,50,2003-11-17
Rogers,blackeyes0  ,31057,"Nepean, ON, Canada",44,7,50,75,75,75,75,100,2003-11-17
Rogers,natkrishna  ,38403,"Brampton, ON, Canada",45,7,75,50,50,50,50,50,2003-10-12
Rogers,train wreck  ,25351,"Scarborough, ON, Canada",45,,50,50,75,0,50,50,2003-10-12
Rogers,rewen  ,30465,"Barrie, ON, Canada",58,4,25,50,25,25,25,0,2003-09-05
Rogers,BMMB  ,37855,"Schenectady, Schenectady, NY, USA",45,,50,75,0,75,75,25,2003-09-05
Rogers,surflord  ,37347,"North York, ON, Canada",39,1,75,100,100,75,100,100,2003-07-31
Rogers,JRC Server  ,37190,"Thornhill, ON, Canada",44,3,75,50,75,100,100,100,2003-07-31
Rogers,markbennett  ,37081,Canada,42,15,0,25,0,0,0,0,2003-07-31
Rogers,HiVolt  ,17674,"Toronto, ON",44,,50,50,75,50,50,50,2003-07-31
Rogers,zakihusain  ,36886,"North York, ON, Canada",42,1,75,100,75,25,100,100,2003-07-31
Rogers,Dave Cosford  ,36567,"Richmond Hill, ON, Canada",46,,50,50,0,50,50,0,2003-06-24
Rogers,rblanchard0430 ,,undisclosed location,,,75,75,75,75,75,50,2003-06-24
